Timestamp_RPI,Gyro_x,Gyro_y,Gyro_z,Accel_x,Accel_y,Accel_z,Rotate_x,Rotate_y,Motion_Label
2018-01-10T15:07:00.725398,-214,181,-542,-7920,1480,18236,4,23,7
2018-01-10T15:07:00.933401,665,-1926,-1318,-4444,-6680,12056,-27,17,7
2018-01-10T15:07:01.140438,4507,-1556,2722,-4320,10428,20096,26,10,7
2018-01-10T15:07:01.347429,-428,2984,428,-4776,-13612,11460,-47,15,7
2018-01-10T15:07:01.556750,-866,-135,501,-1452,1940,18960,5,4,7
2018-01-10T15:07:01.764282,5298,-4873,1288,-3800,16656,17188,43,9,7
2018-01-10T15:07:01.971805,8839,-4336,2174,224,-9468,29672,-17,0,7
2018-01-10T15:07:02.179617,6228,12260,2176,-14456,-32768,17156,-55,21,7
2018-01-10T15:07:02.387732,5692,5474,385,-8796,-9100,21024,-21,21,7
2018-01-10T15:07:02.595796,2108,9298,-2080,-1500,4308,15768,15,5,7
2018-01-10T15:07:02.804025,-1970,3497,-3074,-1428,-5148,14384,-19,5,7
2018-01-10T15:07:03.011952,1594,-1113,-2124,-4184,-856,15808,-2,14,7
2018-01-10T15:07:03.220116,5053,-355,-979,-5124,1088,21184,2,13,7
2018-01-10T15:07:03.427937,440,-4094,-2632,4240,-7392,16900,-22,-12,7
2018-01-10T15:07:03.636392,3224,-3075,4946,-4860,-4828,17200,-15,15,7
2018-01-10T15:07:03.843820,236,-4055,4166,-3908,-32768,16144,-63,6,7
2018-01-10T15:07:04.051418,5022,2343,-843,-3000,-656,20252,-1,8,7
2018-01-10T15:07:04.259618,245,-730,-4258,-2216,-6972,11612,-30,9,7
2018-01-10T15:07:04.467494,-297,-1381,6827,-4564,-16308,22728,-35,9,7
2018-01-10T15:07:04.674945,9581,-3714,7521,-6220,10264,31416,17,10,7
2018-01-10T15:07:04.881774,10813,1122,4040,-396,31743,18284,60,0,7
2018-01-10T15:07:05.088932,3326,5339,870,4348,20196,11968,57,-10,7
2018-01-10T15:07:05.295870,487,1691,-2114,-3260,-2660,14364,-10,12,7
2018-01-10T15:07:05.503113,1621,1453,-1321,-1800,2476,13316,10,7,7
2018-01-10T15:07:05.710606,303,898,854,-3656,3620,13756,14,14,7
2018-01-10T15:07:05.919779,215,-641,704,-1956,-4048,16740,-13,6,7
2018-01-10T15:07:06.128765,60,-1331,-1659,-4932,-5320,14224,-19,17,7
2018-01-10T15:07:06.336561,915,-687,-1937,-2752,1264,18544,3,8,7
2018-01-10T15:07:06.544569,-474,-124,305,-3016,1876,9980,10,16,7
2018-01-10T15:07:06.752234,-2566,-2433,3048,-3888,-9728,11940,-37,14,7
2018-01-10T15:07:06.961213,2790,743,3746,-1208,18168,16880,47,2,7
2018-01-10T15:07:07.168915,117,2533,3329,-6472,-596,17816,-1,19,7
2018-01-10T15:07:07.376738,-519,380,643,-3796,9280,14684,31,12,7
2018-01-10T15:07:07.584644,-2851,-85,1283,-2276,-316,10524,-1,12,7
2018-01-10T15:07:07.792792,1644,2593,2742,-2296,16504,15208,47,5,7
2018-01-10T15:07:08.000933,1001,4212,4911,-6940,18128,21916,38,13,7
2018-01-10T15:07:08.208390,4856,2666,-1907,3680,15648,17884,40,-8,7
2018-01-10T15:07:08.416170,1374,-3885,-2749,-3508,9740,20524,25,8,7
2018-01-10T15:07:08.626113,1130,1561,607,-1708,4716,14196,18,6,7
2018-01-10T15:07:08.833665,6368,-1281,3180,4096,19536,23756,39,-7,7
2018-01-10T15:07:09.043973,2387,-1693,2379,1580,3860,20672,10,-4,7
2018-01-10T15:07:09.251785,4348,1582,967,-916,5168,17436,16,2,7
2018-01-10T15:07:09.459576,-600,-1065,-1210,-6424,-9136,11156,-35,24,7
2018-01-10T15:07:09.669460,834,191,-796,-6764,-15160,10508,-50,20,7
2018-01-10T15:07:09.877558,-12658,5034,6027,2264,30496,-2528,83,-4,7
2018-01-10T15:07:10.085154,-12275,-12683,-3026,12368,-16992,1988,-53,-35,7
2018-01-10T15:07:10.294029,3410,549,3929,-1412,17072,20656,39,3,7
2018-01-10T15:07:10.501999,309,2846,1551,-9224,1816,12956,6,35,7
2018-01-10T15:07:10.710124,719,2806,4239,8004,21704,14216,53,-17,7
2018-01-10T15:07:10.918039,-723,1595,2072,-11432,-18856,18372,-41,23,7
